CodeAdmin;DRE;IEPP;NOM_ETABLISSEMENT;Village;Latitude;Longitude
20609P117L;DRE MARITIME;IEPP ZIO CENTRE;EPL PHILADELPHIE;VILLEDETSEVIE;6,430555;1,206433
20611P189L;DRE MARITIME;IEPP ZIO SUD;EPL PHILADELPHIE;ADETIKOPE;6,430477;1,206447
20609P112L;DRE MARITIME;IEPP ZIO CENTRE;EPL LA CROISSANCE;VILLEDETSEVIE;6,429356;1,217603
20609P111L;DRE MARITIME;IEPP ZIO CENTRE;EPL ISAK;VILLEDETSEVIE;6,428701;1,201494
20304P094L;DRE MARITIME;IEPP AVE;EPL LA RELEVE;KEVE;6,427409;0,930789
20101P104C;DRE MARITIME;IEPP BAS MONO;EPE ADEHO;ATTITOGON;6,42684;1,62732
20609P091C;DRE MARITIME;IEPP ZIO CENTRE;EPC NDA TSEVIE G/A;VILLEDETSEVIE;6,426515;1,213043333
20609P092C;DRE MARITIME;IEPP ZIO CENTRE;EPC SAINT JEAN TSEVIE;VILLEDETSEVIE;6,426437;1,213106
20101P133C;DRE MARITIME;IEPP BAS MONO;EPL LA LUMIERE;ATTITOGON;6,425882;1,662808
20609P102C;DRE MARITIME;IEPP ZIO CENTRE;EPL LA SAINTE GRACE;VILLEDETSEVIE;6,425746667;1,205058333
20611P222C;DRE MARITIME;IEPP ZIO SUD;EPL LE TRESOR;ADETIKOPE;6,425179;1,1979
20609P139L;DRE MARITIME;IEPP ZIO CENTRE;EPL TRESOR D'AFRIQUE;VILLEDETSEVIE;6,425005;1,198063333
20202P145C;DRE MARITIME;IEPP AVE;EPE METHODISTE DE KEVE;KEVE;6,42406693;0,93381794
20101P095C;DRE MARITIME;IEPP BAS MONO;EPC ATTITOGON;ATTITOGON;6,423164;1,662715
20609P136L;DRE MARITIME;IEPP ZIO CENTRE;EPL SAINT ANTOINE;VILLEDETSEVIE;6,421441;1,218692
20405P121C;DRE MARITIME;IEPP VO NORD;EPE TOME KOPE;DAGBATI;6,419795;1,503946667
20609P118L;DRE MARITIME;IEPP ZIO CENTRE;EPL SAINT CHRISTOPHE;VILLEDETSEVIE;6,419553;1,202845
20609P105L;DRE MARITIME;IEPP ZIO CENTRE;EPL CARILLON;VILLEDETSEVIE;6,417405;1,208626667
20609P146L;DRE MARITIME;IEPP ZIO CENTRE;EPL VIE PROFONDE LE CHANDELIER;VILLEDETSEVIE;6,416626667;1,215026667
20609P107L;DRE MARITIME;IEPP ZIO CENTRE;EPL DIDEROT G/A;VILLEDETSEVIE;6,416341;1,209922
20609P148C;DRE MARITIME;IEPP ZIO CENTRE;EPI TSEVIE GLOBAL ISLAMIC MISSION;VILLEDETSEVIE;6,416275;1,222978333
20101P108C;DRE MARITIME;IEPP BAS MONO;EPE METHODISTE ATTITOGON;ATTITOGON;6,415863;1,663793
20609P108L;DRE MARITIME;IEPP ZIO CENTRE;EPL DISCIPLES 2;VILLEDETSEVIE;6,415627;1,198581
20609P110L;DRE MARITIME;IEPP ZIO CENTRE;EPL FIATY;VILLEDETSEVIE;6,415377;1,212995
20609P094C;DRE MARITIME;IEPP ZIO CENTRE;EPC YOBO SEDZRO;YABOSEDJRO;6,414344;1,343616
20101P107C;DRE MARITIME;IEPP BAS MONO;EPE A/D ATTITOGON;ATTITOGON;6,413924;1,663602
20609P101C;DRE MARITIME;IEPP ZIO CENTRE;EPE WLI CENTRE;WLICENTRE;6,411413;1,163611
20202P119C;DRE MARITIME;IEPP AVE;EPE TSIVIEPE;TSIVIEPE;6,411255;0,917302
20609P093C;DRE MARITIME;IEPP ZIO CENTRE;EPC WLI CENTRE;WLICENTRE;6,410988;1,160488
20609P116L;DRE MARITIME;IEPP ZIO CENTRE;EPL LES CHAMPIONS;VILLEDETSEVIE;6,410968;1,211734
20101P106C;DRE MARITIME;IEPP BAS MONO;EPE METHODISTE APOUVI KOPE;KLEVE(APOUVIKONDJI);6,409888;1,680584
20406P119C;DRE MARITIME;IEPP VO SUD;EPC KPETSU;AFOWIME;6,409864;1,505618
20405P115C;DRE MARITIME;IEPP VO NORD;EPC ZOOTI ADEXO;ZOOTICENTRE;6,408814;1,606776
20406P137C;DRE MARITIME;IEPP VO SUD;EPE VODZE;VILLEDEVOGAN;6,40824;1,396044
20101P096C;DRE MARITIME;IEPP BAS MONO;EPC AVOUTOKPA;ATTITOGON;6,407874;1,650592
20609P114L;DRE MARITIME;IEPP ZIO CENTRE;EPL LA MATURITE;LILIKOPE;6,407159;1,209738
20609P137L;DRE MARITIME;IEPP ZIO CENTRE;EPL SAINTS DE DIEU;WLICENTRE;6,406886667;1,16084
20101P103C;DRE MARITIME;IEPP BAS MONO;EPC TODOME;TODOME(DJOSSOUKOPE);6,406844;1,699133
20303P064C;DRE MARITIME;IEPP LACS EST;EPE METHODISTE AVEVE;AVEVE;6,405756;1,760843
20303P079C;DRE MARITIME;IEPP LACS EST;EPE METHODISTE TOKOTO;HETCHAVI;6,403768333;1,730838333
20609P109L;DRE MARITIME;IEPP ZIO CENTRE;EPL ESAM3;VILLEDETSEVIE;6,40273;1,208673
20406P104C;DRE MARITIME;IEPP VO SUD;EPC APAWOHONOU;VOGAN;6,401908;1,517667
20202P120L;DRE MARITIME;IEPP AVE;EPL AMEPT AVEDJI;AGOUDJA;6,399652;1,051228
20202P098C;DRE MARITIME;IEPP AVE;EPC AGOUDZA BADJA;AGOUDJA;6,399081;0,996308
20405P116C;DRE MARITIME;IEPP VO NORD;EPC ZOOTI SOKO;ZOOTICENTRE;6,39877;1,616935
20611P249L;DRE MARITIME;IEPP ZIO SUD;EPL LA CITE DU SAVOIR;VILLEDETSEVIE;6,39422;1,213128333
20611P181L;DRE MARITIME;IEPP ZIO SUD;EPL NOUVELLE GENERATION D'ENFANTS;ASSOME;6,394101667;1,203031667
20101P124C;DRE MARITIME;IEPP BAS MONO;EPE METHODISTE JOHN WESLEY HOMPOU;ATTITOGON;6,393241;1,699554
20611P109L;DRE MARITIME;IEPP ZIO SUD;EPL ELIKPLIM DE DAVIE;DAVIE;6,392191;1,200352
20611P250L;DRE MARITIME;IEPP ZIO SUD;EPL LA GRANDEUR;DAVIE;6,391886667;1,209791667
20406P155L;DRE MARITIME;IEPP VO SUD;EPL MON TRESOR;DOULASSA;6,390314;1,444943
20202P104C;DRE MARITIME;IEPP AVE;EPC DODZI BADJA;AGOUDJA;6,390291;0,991555
20611P088C;DRE MARITIME;IEPP ZIO SUD;EPE DALAVE;DALAVE;6,3885;1,241843333
20406P138L;DRE MARITIME;IEPP VO SUD;EPL AKE LOBA;AKOUMAPEAPEGAN;6,38782;1,447116
20611P069C;DRE MARITIME;IEPP ZIO SUD;EPC DAVIE;DAVIE;6,387739;1,202274
20101P120L;DRE MARITIME;IEPP BAS MONO;EPL TOUT POUR CHRIST;AFAGNAGAN;6,3867;1,63151
20611P161L;DRE MARITIME;IEPP ZIO SUD;EPL SUISSE-TOGO P2TP;DAVIE-TEKPO;6,386513;1,196962
20101P110C;DRE MARITIME;IEPP BAS MONO;EPE METHODISTE KOUTIDJI;ATTITOGON;6,386133333;1,675518333
20611P122L;DRE MARITIME;IEPP ZIO SUD;EPL LA MEMOIRE;DALAVE;6,385716721;1,247151671
20406P102C;DRE MARITIME;IEPP VO SUD;EPC AKOUMAPE;AKOUMAPEAPEGAN;6,385348;1,437316
20405P110C;DRE MARITIME;IEPP VO NORD;EPC VO KPONOU;ATISSOGBE;6,384842;1,576915
20611P068C;DRE MARITIME;IEPP ZIO SUD;EPC DALAVE;DALAVE;6,383916667;1,245635
20406P150L;DRE MARITIME;IEPP VO SUD;EPL LES EPANOUIS;AKOUMAPEAPEGAN;6,383137;1,435378
20406P158L;DRE MARITIME;IEPP VO SUD;EPL SHALOM;AKOUMAPEAPEGAN;6,382977;1,448783
20406P127C;DRE MARITIME;IEPP VO SUD;EPE AKOUMAPE G/A;AKOUMAPEAPEGAN;6,382234;1,444152
20406P128C;DRE MARITIME;IEPP VO SUD;EPE AKOUMAPE G/B;AKOUMAPEAPEGAN;6,382179;1,443566
20611P164L;DRE MARITIME;IEPP ZIO SUD;EPL AVENIR DAVIE-KOGBE;DAVIE;6,381228333;1,19881
20406P121C;DRE MARITIME;IEPP VO SUD;EMC HEDOME;HEDOME;6,381157;1,491594
20405P106C;DRE MARITIME;IEPP VO NORD;EPC DZREKPO APEDOME;APEDOME;6,380522;1,559855
20202P103C;DRE MARITIME;IEPP AVE;EPC BADJA;AGOUDJA;6,380083;0,986935
20405P112C;DRE MARITIME;IEPP VO NORD;EPC MAMISSI;MAMISSI;6,377798;1,605273
20202P116C;DRE MARITIME;IEPP AVE;EPE BADJA;AGOUDJA;6,376601;0,98674
20202P142L;DRE MARITIME;IEPP AVE;EPL SCHILO;AGOUDJA;6,3759032;0,98303418
20202P117C;DRE MARITIME;IEPP AVE;EPE DZOLO;DZOLO;6,375195;0,889403
20611P221C;DRE MARITIME;IEPP ZIO SUD;EPL LA CONCORDE;ADETIKOPE;6,375036;1,176651
20405P120C;DRE MARITIME;IEPP VO NORD;EPE TOKPLI;KOUTIME;6,374205;1,557348333
20406P110C;DRE MARITIME;IEPP VO SUD;EPC HAHOTOE;HAHOTOE;6,371567;1,416705
20405P111C;DRE MARITIME;IEPP VO NORD;EPC KPOTA DJOGUIME;KOUTIME;6,371209;1,581214
20406P134C;DRE MARITIME;IEPP VO SUD;EPE HAHOTOE G/A;HAHOTOE;6,369223;1,409886
20101P102C;DRE MARITIME;IEPP BAS MONO;EPC TANNOU;TANNOU;6,368736;1,640142
20611P067C;DRE MARITIME;IEPP ZIO SUD;EPC ASSOME;ASSOME;6,36665;1,156612
20406P143L;DRE MARITIME;IEPP VO SUD;EPL LA MATURITE;HAHOTOE;6,36655;1,420837
20406P159L;DRE MARITIME;IEPP VO SUD;EPL SNPT HAHOTOE;HAHOTOE;6,365708;1,406065
20406P135C;DRE MARITIME;IEPP VO SUD;EPE HAHOTOE G/B;HAHOTOE;6,36548;1,409445
20406P151L;DRE MARITIME;IEPP VO SUD;EPL MA PAROLE;HAHOTOE;6,365204;1,416619
20611P145L;DRE MARITIME;IEPP ZIO SUD;EPL SEYDOU;DAVIE;6,364622;1,216631
20611P091C;DRE MARITIME;IEPP ZIO SUD;EPE ASSOME;ASSOME;6,363431;1,154551
20101P125C;DRE MARITIME;IEPP BAS MONO;EPE METHODISTE JOHN WESLEY TANNOU;TANNOU;6,36342;1,638884
20406P145L;DRE MARITIME;IEPP VO SUD;EPL LA VOIE;HAHOTOE;6,36322;1,415725
20405P109C;DRE MARITIME;IEPP VO NORD;EPC DE KOUTIME;KOUTIME;6,362668;1,561924
20406P152L;DRE MARITIME;IEPP VO SUD;EPL MINERVA;HAHOTOE;6,362589;1,410417
20406P175C;DRE MARITIME;IEPP VO SUD;EPE LE REVEIL;HAHOTOE;6,360735;1,417381667
20406P147L;DRE MARITIME;IEPP VO SUD;EPL LE PEDAGOGUE;HAHOTOE;6,359743;1,414374
20406P129C;DRE MARITIME;IEPP VO SUD;EPE ASSEMBLEES DE DIEU HAHOTOE;HAHOTOE;6,359403333;1,413866667
20611P182L;DRE MARITIME;IEPP ZIO SUD;EPL PRES VERTS;DAVIE;6,355586667;1,203553333
20405P114C;DRE MARITIME;IEPP VO NORD;EPC SOKO HAGOUME;KOUTIME;6,355286;1,603382
20202P105C;DRE MARITIME;IEPP AVE;EPC DOKPLALA;DOKPLALA;6,350449;0,979957
20611P080C;DRE MARITIME;IEPP ZIO SUD;EPC LOMENYOKOPE;DALAVE;6,347892042;1,238184627
20303P067C;DRE MARITIME;IEPP LACS EST;EPE METHODISTE HETCHIAVI;HETCHAVI;6,347017;1,710835
20611P083C;DRE MARITIME;IEPP ZIO SUD;EPC WODENOUKOPE;ADETIKOPE;6,344980169;1,221219236
20303P057C;DRE MARITIME;IEPP LACS EST;EPC AKLAKOU;AKLAKOUCENTRE;6,343565;1,712545
20406P163L;DRE MARITIME;IEPP VO SUD;EPL LE GUIDE;VILLEDEVOGAN;6,343076667;1,521436667
20406P125C;DRE MARITIME;IEPP VO SUD;EPE ACV (ACADEMIE CHRETIENNE DE VOGAN);VILLEDEVOGAN;6,34245;1,53794
20406P162C;DRE MARITIME;IEPP VO SUD;EPE DE LA FAMILLE DU CHRIST (EFC);VOGAN;6,34215;1,539335
20507P145P;DRE MARITIME;IEPP VO SUD;EPE LE SEMEUR;VOGAN;6,34205;1,531415
20611P127L;DRE MARITIME;IEPP ZIO SUD;EPL LA SOCIETE;KOVIE;6,34182;1,112428
20406P154L;DRE MARITIME;IEPP VO SUD;EPL MON SAUVEUR;VILLEDEVOGAN;6,341193;1,531558
20406P139L;DRE MARITIME;IEPP VO SUD;EPL BON BERGER;VILLEDEVOGAN;6,341142;1,531055
20406P176L;DRE MARITIME;IEPP VO SUD;EPL LA GRACE;VOGAN;6,340793333;1,532283333
20611P073C;DRE MARITIME;IEPP ZIO SUD;EPC KOVIE-APEDOME;KOVIE;6,34002;1,109155
20406P141L;DRE MARITIME;IEPP VO SUD;EPL DORCAS;VILLEDEVOGAN;6,338804;1,517199
20405P119C;DRE MARITIME;IEPP VO NORD;EPE AYATA;ATCHANDOME;6,336653333;1,56926
20406P140L;DRE MARITIME;IEPP VO SUD;EPL CADRE DES ELITES;VILLEDEVOGAN;6,336398;1,534529
20406P144L;DRE MARITIME;IEPP VO SUD;EPL LA REUSSITE;VILLEDEVOGAN;6,336021667;1,526778333
20611P074C;DRE MARITIME;IEPP ZIO SUD;EPC KOVIE-DZOGBETO;KOVIE;6,334966;1,068713
20406P157L;DRE MARITIME;IEPP VO SUD;EPL SAVOIR UNIVERSEL;VILLEDEVOGAN;6,334687;1,531031
20406P130C;DRE MARITIME;IEPP VO SUD;EPE BAME G/A;VILLEDEVOGAN;6,334666;1,520438
20405P135C;DRE MARITIME;IEPP VO NORD;EPC BOKO;AGOTOKPA;6,334615;1,586573333
20406P166C;DRE MARITIME;IEPP VO SUD;EPE METHODISTE SILOE;VOGAN;6,334408333;1,546235
20406P114C;DRE MARITIME;IEPP VO SUD;EPC NDA VOGAN;VOGAN;6,332927;1,534029
20304P063C;DRE MARITIME;IEPP LACS OUEST;EPC ANFOIN G/A;ANFOIN;6,33232;1,61032
20304P064C;DRE MARITIME;IEPP LACS OUEST;EPC ANFOIN G/B;ANFOIN;6,3323;1,61048
20611P077C;DRE MARITIME;IEPP ZIO SUD;EPC KPOME-AKADJAME;AKADJAME;6,332223;1,339444
20611P174L;DRE MARITIME;IEPP ZIO SUD;EPL GENI DESTIN;ADETIKOPE;6,331175;1,236793333
20304P102L;DRE MARITIME;IEPP LACS OUEST;EPL RENE DE DIEU;ANFOIN;6,330769;1,60341
20611P123L;DRE MARITIME;IEPP ZIO SUD;EPL LA PAROLE;MISSION-TOVE;6,330035;1,115682
20611P137L;DRE MARITIME;IEPP ZIO SUD;EPL MA PASSION;ADETIKOPE;6,329995;1,206729
20611P160L;DRE MARITIME;IEPP ZIO SUD;EPL MON AVENIR;ADETIKOPE;6,327662403;1,216385057
20406P136C;DRE MARITIME;IEPP VO SUD;EPE SAINTS DE DIEU;VOGAN;6,327408333;1,525491667
20611P144L;DRE MARITIME;IEPP ZIO SUD;EPL PRINCE KPODAR;ADETIKOPE;6,326861667;1,211806667
20611P177L;DRE MARITIME;IEPP ZIO SUD;EPL LA GRACE D'ADETIKOPE;ADETIKOPE;6,326606667;1,228995
20611P094C;DRE MARITIME;IEPP ZIO SUD;EPE MISSION-TOVE - DIOSSE;MISSION-TOVE;6,326238;1,118059
20611P085C;DRE MARITIME;IEPP ZIO SUD;EPE APOSTOLIQUE DZEMEKEY;SEVEXODZEMEKEKlévé,+Wuimé+Kopéo;6,3262;1,048586
20611P066C;DRE MARITIME;IEPP ZIO SUD;EPC ADETIKOPE;ADETIKOPE;6,326015;1,222798333
20611P075C;DRE MARITIME;IEPP ZIO SUD;EPC KOVIE-SEVEXO;SEVEXODZEMEKEKlévé,+Wuimé+Kopéo;6,325884;1,053032
20611P143L;DRE MARITIME;IEPP ZIO SUD;EPL ORPHELINAT;DJAGBLE(VILLAGEAUTONOME);6,325342627;1,221283274
20611P146L;DRE MARITIME;IEPP ZIO SUD;EPL SHAMMAH;ADETIKOPE;6,325203739;1,233138721
20611P112C;DRE MARITIME;IEPP ZIO SUD;EPI FRANCO-ARABE OUMOUL-MOUMININE;ADETIKOPE;6,32491;1,220818333
20611P105L;DRE MARITIME;IEPP ZIO SUD;EPL CB AZOHOU;ADETIKOPE;6,322892681;1,221800772
20611P108L;DRE MARITIME;IEPP ZIO SUD;EPL ELIKPLIM D'ADETIKOPE;ADETIKOPE;6,322892681;1,221800772
20611P082C;DRE MARITIME;IEPP ZIO SUD;EPC MISSION-TOVE;MISSION-TOVE;6,320999;1,115458
20611P212L;DRE MARITIME;IEPP ZIO SUD;EPL GRAIN D'ESPOIR POUR L'AVENIR;KPOGAME;6,32095;1,327175
20611P106L;DRE MARITIME;IEPP ZIO SUD;EPL DAVID;ADETIKOPE;6,319813;1,216589
20611P095C;DRE MARITIME;IEPP ZIO SUD;EPE MISSION-TOVE-KPEME G/A;MISSION-TOVE;6,319608;1,126485
20611P187C;DRE MARITIME;IEPP ZIO SUD;EPE MISSION-TOVE-KPEME G/B;MISSION-TOVE;6,319596667;1,126696667
20611P214L;DRE MARITIME;IEPP ZIO SUD;EPL ASTUCE ANNEXE;ADETIKOPE;6,31944;1,220426667
20611P141L;DRE MARITIME;IEPP ZIO SUD;EPL MON PARCOURS;ADETIKOPE;6,318827458;1,227987874
20611P098L;DRE MARITIME;IEPP ZIO SUD;EPL ASTUCE;ADETIKOPE;6,316196667;1,229998333
20611P246L;DRE MARITIME;IEPP ZIO SUD;EPL HTIB ATLANTIS;ADETIKOPE;6,314346667;1,222033333
20611P125L;DRE MARITIME;IEPP ZIO SUD;EPL LA REFERENCE;ADETIKOPE;6,31323;1,235791667
20611P121L;DRE MARITIME;IEPP ZIO SUD;EPL LA MAIN DE DIEU;ADETIKOPE;6,312488;1,224976
20611P092C;DRE MARITIME;IEPP ZIO SUD;EPE KOVIE-APEDOME;KOVIE;6,312376;1,099064
20611P147L;DRE MARITIME;IEPP ZIO SUD;EPL VILLAGE 1;KOVIE;6,311618333;1,133985
20611P076C;DRE MARITIME;IEPP ZIO SUD;EPC KOVIE-TEDO;KOVIE;6,310281;1,07201
20611P202L;DRE MARITIME;IEPP ZIO SUD;EPL LA SOLUTION;ADETIKOPE;6,309798333;1,217386667
20611P111L;DRE MARITIME;IEPP ZIO SUD;EPL FONDENA;ADETIKOPE;6,308933;1,232674
20611P100L;DRE MARITIME;IEPP ZIO SUD;EPL AVENIR TOGO;AYETOADJOGUIDI/ADJOGUIDI;6,307431667;1,261283333
20304P062C;DRE MARITIME;IEPP LACS OUEST;EPC ANAME GBAGANME;FIATA;6,303391667;1,628845
20611P138L;DRE MARITIME;IEPP ZIO SUD;EPL MARIAMA-BA;DALAVE;6,302567;1,234644
20611P101L;DRE MARITIME;IEPP ZIO SUD;EPL BEL AVENIR D'ADJOGUIDI;DJAGBLE(VILLAGEAUTONOME);6,299096667;1,268741667
20303P059C;DRE MARITIME;IEPP LACS EST;EPC ATTIKPO CONDJI;ATTIKPOKONDJI;6,298661667;1,621721667
20202P123L;DRE MARITIME;IEPP AVE;EPL MOKPOKPO;NOEPE;6,295552;1,021646
20304P072C;DRE MARITIME;IEPP LACS OUEST;EPC TOKPO;ANFOIN;6,29549;1,64523
20303P074L;DRE MARITIME;IEPP LACS EST;EPL VICTOR HUGO;SIVAME;6,295305;1,715488
20611P167L;DRE MARITIME;IEPP ZIO SUD;EPL TOUT PUISSANT EMMANUEL;MISSION-TOVE;6,294995;1,133865
20406P116C;DRE MARITIME;IEPP VO SUD;EPC SEVATONOU;SEVAGAN;6,294686;1,41093
20406P115C;DRE MARITIME;IEPP VO SUD;EPC SEVAGAN;SEVAGAN;6,293924;1,429776
20611P084C;DRE MARITIME;IEPP ZIO SUD;EPE APOSTOLIQUE EVANGELIQUE ASSOME;ASSOME;6,29271;1,270372
10101P230C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPI ACHABAKATOU;TOGBLEKOPE;6,292086667;1,187838333
10101P253L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL FRANCO- ARABE CHEFAWA;TOGBLEKOPE;6,292086667;1,187838333
10101P096L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL HERMANN;TOGBLEKOPE;6,292086667;1,187838333
20611P078C;DRE MARITIME;IEPP ZIO SUD;EPC KPOME-APEYEME;AGOME;6,289522;1,363387
20406P120C;DRE MARITIME;IEPP VO SUD;EPC WOGBA;WOGBA;6,28871;1,508607
20611P220C;DRE MARITIME;IEPP ZIO SUD;EPI FRANCO-ISLAMIQUE YZOMACAMB;MISSION-TOVE;6,28864;1,140626667
20611P079C;DRE MARITIME;IEPP ZIO SUD;EPC KRISTO-APESITO;MISSION-TOVE;6,288635;1,139064
20611P256L;DRE MARITIME;IEPP ZIO SUD;EPL SAINT ESPRIT D'APESITO-KOGNITO;MISSION-TOVE;6,288556667;1,139216667
20304P074C;DRE MARITIME;IEPP LACS OUEST;EPC ZOWLA;ZOWLAGAN;6,287474;1,573471
20611P096C;DRE MARITIME;IEPP ZIO SUD;EPE TONOUKOUTI;TONOUKOUTI;6,286726667;1,24111
20303P060C;DRE MARITIME;IEPP LACS EST;EPC FIO CONDJI;ATOETA;6,285712;1,644603
10101P044C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPE ALINKA;ALINKA;6,285591667;1,188215
20611P171L;DRE MARITIME;IEPP ZIO SUD;EPL SAKA ACADEMIE;MISSION-TOVE;6,284383333;1,13989
CODE;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL LE PROJET SAMUEL;APESSITO-GBENOUKONDJI;6,283072;1,140803
20611P223C;DRE MARITIME;IEPP ZIO SUD;EPL LE BON BERGER;MISSION-TOVE;6,28209;1,374692
20611P081C;DRE MARITIME;IEPP ZIO SUD;EPC LOWOE;LOWOE;6,28146;1,280448333
10101P109L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LOMETO;ALINKA;6,280919;1,193484
20611P217L;DRE MARITIME;IEPP ZIO SUD;EPL CLE DES SAVOIRS;MISSION-TOVE;6,280476667;1,13335
20611P087C;DRE MARITIME;IEPP ZIO SUD;EPE BON BERGER DE YOGON;DJAGBLE(VILLAGEAUTONOME);6,280175;1,301813333
20303P082C;DRE MARITIME;IEPP LACS EST;EPE ADVENTISTE 7EME JOUR AKEDJO-CONDJI;ATOETA;6,279061667;1,658336667
10101P075L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL BON BERGER;ALINKA;6,278486;1,193428
10101P128L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA ROCADE;AGOENYIVE=TOTSINYIVEME;6,278036667;1,163961667
10101P175L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL MONT OLIVIER;AGOENYIVE=DEMAKPOE;6,277971667;1,186773333
10101P202L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL REGO;AHONKPOE;6,277563;1,155874
10101P246C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPI DAR - NUR;TOGBLEKOPE;6,276533333;1,149741667
10101P123L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LA PLENITUDE;TOGBLEKOPE;6,276533333;1,149741667
10101P164L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LES RETROUVAILLES;AGOENYIVE=KELEGOUGANDIGBLE;6,276533333;1,149741667
10101P269L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LUMIERE DIVINE;AGOENYIVE=ADJOUGBA;6,276533333;1,149741667
10101P228L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL SINOU 2;AGOENYIVE=LOGOPE;6,276533333;1,149741667
10101P266L;DRE GOLFE LOME;IEPP AGOENYIVE EST;GS LE CRACK;AGOENYIVE=ADJOUGBA;6,276533333;1,149741667
20406P126C;DRE MARITIME;IEPP VO SUD;EPE ADIES;EKPUI;6,276482;1,459366
20611P190L;DRE MARITIME;IEPP ZIO SUD;EPL RABBI;GBAMAKOPE;6,275614;1,261133
20611P117L;DRE MARITIME;IEPP ZIO SUD;EPL ULYSSE;DJAGBLE(VILLAGEAUTONOME);6,274166667;1,256605
20611P116L;DRE MARITIME;IEPP ZIO SUD;EPL JEAN ET HERBERT;AVETA;6,274141667;1,279618333
10101P236L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL ECHO DU SAVOIR;AGOENYIVE=HOUMBI;6,273875;1,199051667
10101P100L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL ITIYANE;AGOENYIVE=KLEVE;6,273875;1,199051667
10101P259L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LES DISCIPLES DU MAITRE;AMOUTIVE=KELEGOUGAN;6,273875;1,199051667
20611P180L;DRE MARITIME;IEPP ZIO SUD;EPL LA VICTOIRE;DJAGBLE(VILLAGEAUTONOME);6,273806;1,291639
10101P088L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL ETOILE BLEUE;AGOENYIVE=DEMAKPOE;6,273366667;1,15739
20611P148L;DRE MARITIME;IEPP ZIO SUD;EPL STE OLIVE;DJAGBLE(VILLAGEAUTONOME);6,273354;1,2531
10101P149L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE PILIER G/B;AKOIN;6,273193333;1,16323
10101P161L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LE VETO;TOGBLEKOPE;6,272687;1,194684
10101P219C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPI LA DEVOTION II;TOGBLEKOPE;6,272353333;1,173465
10101P094L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL GLORIA DEI;AGOENYIVE=KITIDJAN;6,272353333;1,173465
10101P252L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL LES MESSAGERS;AGOENYIVE=NYIVEME+APELEBUIME;6,272353333;1,173465
10102P182L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL SCHEKINA;LEGBASSITO;6,27232;1,143365
10101P185L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL PENIEL - SITSO;AGOENYIVE=HOUMBI;6,272185;1,221291
10101P186L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL PENIEL - SITSO ANNEXE 1;FIDOKPUI;6,272123333;1,221361667
20611P207L;DRE MARITIME;IEPP ZIO SUD;EPE MY EXCELLENCY;DJAGBLE(VILLAGEAUTONOME);6,271756667;1,279331667
10102P129L;DRE GOLFE LOME;IEPP AGOENYIVE OUEST;EPL MONTREAL;AGOENYIVE=FIOVI;6,27135;1,18645
20611P219L;DRE MARITIME;IEPP ZIO SUD;EPL AVENIR AMITIE SCHOLLKRIPPEN;DJAGBLE(VILLAGEAUTONOME);6,270991667;1,284236667
10101P245C;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPI DAROUL DJAMIL;AGOENYIVE=SOGBOSSITOAZIALEKOPE;6,270905;1,176578333
10101P265L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL BABY NOULA;AHONKPOE;6,270905;1,176578333
10101P107L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL KRI - KRI;FIDOKPUI;6,270905;1,176578333
10101P268L;DRE GOLFE LOME;IEPP AGOENYIVE EST;EPL ST EBENEZER;AHONKPOE;6,270905;1,176578333
20406P103C;DRE MARITIME;IEPP VO SUD;EPC ANYRONKOPE;ANYROKOPE;6,270557;1,551756
20611P102L;DRE MARITIME;IEPP ZIO SUD;EPL BELLE ETOILE;GBAMAKOPE;6,269982;1,271009
